tconst,titleType,primaryTitle,originalTitle,isAdult,startYear,runtimeMinutes,genres,averageRating,numVotes,lead_actors_ids,plot,budget,box_office,language,country
tt2488496,movie,Star Wars: Episode VII - The Force Awakens,Star Wars: Episode VII - The Force Awakens,0,2015.0,138.0,"Action,Adventure,Sci-Fi",7.7,1025088,"['nm5397459', 'nm3915784', 'nm1209966', 'nm1727304', 'nm0000148']","As a new threat to the galaxy rises, Rey, a desert scavenger, and Finn, an ex-stormtrooper, must join Han Solo and Chewbacca to search for the one hope of restoring peace.","$638.9 million (gross)
$535.5 million (net)",$2.071 billion,English,United States
tt10872600,movie,Spider-Man: No Way Home,Spider-Man: No Way Home,0,2021.0,148.0,"Action,Adventure,Fantasy",8.1,1018832,"['nm4043618', 'nm4043618', 'nm3918035', 'nm1212722', 'nm8188622']","With Spider-Man's identity now revealed, Peter asks Doctor Strange for help. When a spell goes wrong, dangerous foes from other worlds start to appear.",$200 million,$1.921 billion,English,United States
tt0086250,movie,Scarface,Scarface,0,1983.0,170.0,"Crime,Drama",8.3,1014690,"['nm0000199', 'nm0000201', 'nm0000874', 'nm0001512', 'nm0005162']","In the 1980s, a determined criminal-minded Cuban immigrant becomes the biggest drug smuggler in Miami, and is eventually undone by his own drug addiction.",,,,
tt3659388,movie,The Martian,The Martian,0,2015.0,144.0,"Adventure,Drama,Sci-Fi",8.0,1011550,"['nm0000354', 'nm1567113', 'nm1325419', 'nm0544718', 'nm0001099']","An astronaut becomes stranded on Mars after his team assumes him dead, and must rely on his ingenuity to find a way to signal to Earth that he is alive and can survive until a potential rescue.",$108 million,$630.6 million,English,
tt0253474,movie,The Pianist,The Pianist,0,2002.0,150.0,"Biography,Drama,Music",8.5,1011492,"['nm0004778', 'nm0470981', 'nm0277975', 'nm0288976', 'nm0954076']","During WWII, acclaimed Polish musician Wladyslaw faces various struggles as he loses contact with his family. As the situation worsens, he hides in the ruins of Warsaw in order to survive.",,,,
tt0088247,movie,The Terminator,The Terminator,0,1984.0,107.0,"Action,Adventure,Sci-Fi",8.1,1004040,"['nm0000216', 'nm0000157', 'nm0000299', 'nm0934902', 'nm0000448']",A cyborg assassin from the future attempts to find and kill a young woman who is destined to give birth to a warrior that will lead a resistance to save humankind from extinction.,$6.4 million,$78 million,English,United States[2][3][4]
tt2395427,movie,Avengers: Age of Ultron,Avengers: Age of Ultron,0,2015.0,141.0,"Action,Adventure,Sci-Fi",7.3,999986,"['nm0000375', 'nm0000375', 'nm0262635', 'nm0262635', 'nm0749263']","When Tony Stark and Bruce Banner try to jump-start a dormant peacekeeping program called Ultron, things go horribly wrong and it's up to Earth's mightiest heroes to stop the villainous Ultron from enacting his terrible plan.",$444–495.2 million (gross),$1.405 billion,English,United States
tt0050083,movie,12 Angry Men,12 Angry Men,0,1957.0,96.0,"Crime,Drama",9.0,983171,"['nm0000020', 'nm0002011', 'nm0000842', 'nm0275835', 'nm0550855']",The jury in a New York City murder trial is frustrated by a single member whose skeptical caution forces them to more carefully consider the evidence before jumping to a hasty verdict.,"$337,000",$2 million (rentals),English,United States
tt0208092,movie,Snatch,Snatch,0,2000.0,102.0,"Comedy,Crime",8.2,976492,"['nm0005458', 'nm0000093', 'nm0334318', 'nm0005068', 'nm0011744']","Unscrupulous boxing promoters, violent bookmakers, a Russian gangster, incompetent amateur robbers and supposedly Jewish jewelers fight to track down a priceless stolen diamond.",$10 million,$83.6 million,English,United Kingdom
tt0180093,movie,Requiem for a Dream,Requiem for a Dream,0,2000.0,102.0,Drama,8.3,972801,"['nm0000995', 'nm0001467', 'nm0000124', 'nm0005541', 'nm0001520']",The drug-induced utopias of four Coney Island people are shattered when their addictions run deep.,$4.5 million,$7.4 million,English,United States
tt1843866,movie,Captain America: The Winter Soldier,Captain America: The Winter Soldier,0,2014.0,136.0,"Action,Adventure,Sci-Fi",7.7,971021,"['nm0262635', 'nm0262635', 'nm0000168', 'nm0424060', 'nm0424060']","As Steve Rogers struggles to embrace his role in the modern world, he teams up with a fellow Avenger and S.H.I.E.L.D agent, Black Widow, to battle a new threat from history: an assassin known as the Winter Soldier.",$170–177 million,$714.4 million,English,United States
tt2278388,movie,The Grand Budapest Hotel,The Grand Budapest Hotel,0,2014.0,99.0,"Comedy,Drama",8.1,970121,"['nm0000146', 'nm0000719', 'nm0023832', 'nm0004778', 'nm0000353']","A writer encounters the owner of an aging high-class hotel, who tells him of his early years serving as a lobby boy in the hotel's glorious years under an exceptional concierge.",$25 million,$174.6 million,English,
tt0435761,movie,Toy Story 3,Toy Story 3,0,2010.0,103.0,"Adventure,Animation,Comedy",8.3,968938,"['nm0000158', 'nm0000741', 'nm0000349', 'nm0000885', 'nm0725543']","The toys are mistakenly delivered to a day-care center instead of the attic right before Andy leaves for college, and it's up to Woody to convince the other toys that they weren't abandoned and to return home.",$200 million,$1.067 billion,English,United States
tt0145487,movie,Spider-Man,Spider-Man,0,2002.0,121.0,"Action,Adventure,Sci-Fi",7.4,967521,"['nm0001497', 'nm0001497', 'nm0000379', 'nm0000353', 'nm0000353']","After being bitten by a genetically-modified spider, a shy teenager gains spider-like abilities that he uses to fight injustice as a masked superhero and face a vengeful enemy.",,,,
tt0458339,movie,Captain America: The First Avenger,Captain America: The First Avenger,0,2011.0,124.0,"Action,Adventure,Sci-Fi",6.9,966559,"['nm0262635', 'nm0262635', 'nm0915989', 'nm0915989', 'nm0000168']","Steve Rogers, a rejected military soldier, transforms into Captain America after taking a dose of a ""Super-Soldier serum"". But being Captain America comes at a price as he attempts to take down a warmonger and a terrorist organiza...",$140–216.7 million,$370.6 million,English,United States
tt0245429,movie,Spirited Away,Sen to Chihiro no kamikakushi,0,2001.0,124.0,"Adventure,Animation,Family",8.6,965828,"['nm0997115', 'nm0383708', 'nm0622412', 'nm0622412', 'nm0619822']","During her family's move to the suburbs, a sullen 10-year-old girl wanders into a world ruled by gods, witches and spirits, and where humans are changed into beasts.",$19.2 million,$396 million,Japanese,Japan
tt0800369,movie,Thor,Thor,0,2011.0,115.0,"Action,Fantasy",7.0,965248,"['nm1165110', 'nm0000164', 'nm0000204', 'nm1089991', 'nm0001745']","The powerful but arrogant god Thor is cast out of Asgard to live amongst humans in Midgard (Earth), where he soon becomes one of their finest defenders.",$150 million,$449.3 million,English,United States
tt1300854,movie,Iron Man 3,Iron Man Three,0,2013.0,130.0,"Action,Adventure,Sci-Fi",7.1,965079,"['nm0000375', 'nm0001602', 'nm0000569', 'nm0000332', 'nm0356017']","When Tony Stark's world is torn apart by a formidable terrorist called the Mandarin, he starts an odyssey of rebuilding and retribution.",$200 million,$1.215 billion,English,United States
tt7131622,movie,Once Upon a Time... in Hollywood,Once Upon a Time in... Hollywood,0,2019.0,161.0,"Comedy,Drama",7.6,961209,"['nm0000138', 'nm0000093', 'nm3053338', 'nm0386472', 'nm4960279']","As Hollywood's Golden Age is winding down during the summer of 1969, television actor Rick Dalton and his stunt double Cliff Booth endeavor to achieve lasting success in Hollywood while meeting several colorful characters along th...",$90–96 million,$393.9 million,English,
tt0241527,movie,Harry Potter and the Sorcerer's Stone,Harry Potter and the Sorcerer's Stone,0,2001.0,152.0,"Adventure,Family,Fantasy",7.7,951578,"['nm0705356', 'nm0342488', 'nm0914612', 'nm0001321', 'nm0001749']","An orphaned boy enrolls in a school of wizardry, where he learns the truth about himself, his family and the terrible evil that haunts the magical world.",$125 million,$1.029 billion,English,
tt1663202,movie,The Revenant,The Revenant,0,2015.0,156.0,"Action,Drama,Western",8.0,949077,"['nm0000138', 'nm0362766', 'nm2401020', 'nm1727304', 'nm5569442']",A frontiersman on a fur trading expedition in the 1820s fights for survival after being mauled by a bear and left for dead by members of his own hunting team.,,,,
tt0382932,movie,Ratatouille,Ratatouille,0,2007.0,111.0,"Adventure,Animation,Comedy",8.1,942582,"['nm0004951', 'nm0738918', 'nm0652663', 'nm0000453', 'nm0001133']",A rat who can cook makes an unusual alliance with a young kitchen worker at a famous Paris restaurant.,$150 million,$623.7 million,English,United States
tt1228705,movie,Iron Man 2,Iron Man 2,0,2010.0,124.0,"Action,Sci-Fi",6.9,936905,"['nm0000375', 'nm0000620', 'nm0000569', 'nm0000332', 'nm0424060']","With the world now aware of his identity as Iron Man, Tony Stark must contend with both his declining health and a vengeful mad man with ties to his father's legacy.",$170 million,$623.9 million,English,United States
tt0066921,movie,A Clockwork Orange,A Clockwork Orange,0,1971.0,136.0,"Crime,Sci-Fi",8.2,936306,"['nm0000532', 'nm0535861', 'nm0060988', 'nm0165049', 'nm0166979']",Alex DeLarge and his droogs barbarize a decaying near-future.,$1.3 million,$114 million,English,
tt1392214,movie,Prisoners,Prisoners,0,2013.0,153.0,"Crime,Drama,Mystery",8.2,933700,"['nm0413168', 'nm0350453', 'nm0205626', 'nm0502425', 'nm0004742']",A desperate father takes the law into his own hands after police fail to find two kidnapped girls.,,,,
tt1119646,movie,The Hangover,The Hangover,0,2009.0,100.0,Comedy,7.7,929116,"['nm0302108', 'nm0177896', 'nm0058581', 'nm1159180', 'nm0001287']",Three buddies wake up from a bachelor party in Las Vegas with no memory of the previous night and the bachelor missing. They must make their way around the city in order to find their friend in time for his wedding.,$35 million,$469.3 million,English,United States
tt0903624,movie,The Hobbit: An Unexpected Journey,The Hobbit: An Unexpected Journey,0,2012.0,169.0,"Adventure,Fantasy",7.8,927059,"['nm0293509', 'nm0005212', 'nm0035514', 'nm0785227', 'nm0832792']","A reluctant Hobbit, Bilbo Baggins, sets out to the Lonely Mountain with a spirited group of dwarves to reclaim their mountain home and the gold within it from the dragon Smaug.",$200–315 million,$1.017 billion,English,
tt3498820,movie,Captain America: Civil War,Captain America: Civil War,0,2016.0,147.0,"Action,Sci-Fi",7.8,926428,"['nm0262635', 'nm0262635', 'nm0000375', 'nm0000375', 'nm0424060']",Political involvement in the Avengers' affairs causes a rift between Captain America and Iron Man.,$250 million,$1.155 billion,English,United States
tt1877830,movie,The Batman,The Batman,0,2022.0,176.0,"Action,Crime,Drama",7.8,925561,"['nm1500155', 'nm1500155', 'nm2368789', 'nm0942482', 'nm0268199']","When a sadistic serial killer begins murdering key political figures in Gotham, the Batman is forced to investigate the city's hidden corruption and question his family's involvement.",$185–200 million,$772.3 million,English,United States[2]
tt0120915,movie,Star Wars: Episode I - The Phantom Menace,Star Wars: Episode I - The Phantom Menace,0,1999.0,136.0,"Action,Adventure,Fantasy",6.5,925537,"['nm0000191', 'nm0000553', 'nm0000204', 'nm0000204', 'nm0005157']","Two Jedi escape a hostile blockade to find allies and come across a young boy who may bring balance to the Force, but the long-dormant Sith resurface to claim their former glory.",$113.8 million,$1.047 billion,English,United States
tt3315342,movie,Logan,Logan,0,2017.0,137.0,"Action,Drama,Sci-Fi",8.1,925273,"['nm0413168', 'nm0413168', 'nm0001772', 'nm6748436', 'nm2933542']","In a future where mutants are nearly extinct, an elderly and weary Logan leads a quiet life. But when Laura, a mutant child pursued by scientists, comes to him for help, he must get her to safety.",$97–127 million,$619.2 million,English,United States
tt0121766,movie,Star Wars: Episode III - Revenge of the Sith,Star Wars: Episode III - Revenge of the Sith,0,2005.0,140.0,"Action,Adventure,Fantasy",7.7,920517,"['nm0159789', 'nm0000204', 'nm0000191', 'nm0000168', 'nm0001519']","As the Clone Wars nears its end, Obi-Wan Kenobi pursues a new threat, while Anakin Skywalker is lured by Chancellor Palpatine into a sinister plot for galactic domination.",$113 million,$905.6 million,English,United States
tt0118715,movie,The Big Lebowski,The Big Lebowski,0,1998.0,117.0,"Comedy,Crime",8.1,916548,"['nm0000313', 'nm0000422', 'nm0000194', 'nm0000114', 'nm0399663']","Jeff ""The Dude"" Lebowski, mistaken for a millionaire of the same name, seeks restitution for his ruined rug and enlists his bowling buddies to help get it.",$15 million,$48.3 million,English,
tt2096673,movie,Inside Out,Inside Out,0,2015.0,95.0,"Adventure,Animation,Comedy",8.1,914062,"['nm0688132', 'nm0352778', 'nm0085400', 'nm1411676', 'nm0809613']","After young Riley is uprooted from her Midwest life and moved to San Francisco, her emotions, Joy, Fear, Anger, Disgust, and Sadness, conflict on how best to navigate a new city, house, and school.",$175 million,$858.8 million,English,United States
tt0416449,movie,300,300,0,2006.0,117.0,"Action,Drama",7.6,911904,"['nm0124930', 'nm0372176', 'nm0920992', 'nm0922035', 'nm0716490']","In the ancient battle of Thermopylae, King Leonidas and 300 Spartans fight against Xerxes and his massive Persian army.",$65 million,$468.8 million,English,
tt0246578,movie,Donnie Darko,Donnie Darko,0,2001.0,113.0,"Drama,Mystery,Sci-Fi",8.0,911436,"['nm0350453', 'nm0540441', 'nm0001521', 'nm0651660', 'nm0350454']","After narrowly escaping a bizarre accident, a troubled teenager is plagued by visions of a man in a large rabbit suit who manipulates him to commit a series of crimes.",$4.5 million,$7.5 million,English,United States
tt1010048,movie,Slumdog Millionaire,Slumdog Millionaire,0,2008.0,120.0,"Crime,Drama,Romance",8.0,909944,"['nm2353862', 'nm2951768', 'nm0795661', 'nm0438463', 'nm0958861']","When a teenager from the slums of Mumbai is interrogated about his suspicious performance on a quiz show, he revisits various events from his past to explain how he knew all the answers.",$15 million,$378 million,English,United Kingdom[2][3][4]
tt1825683,movie,Black Panther,Black Panther,0,2018.0,134.0,"Action,Adventure,Sci-Fi",7.3,908648,"['nm1569276', 'nm1569276', 'nm0430107', 'nm2143282', 'nm1775091']","T'Challa, heir to the hidden but advanced kingdom of Wakanda, must step forward to lead his people into a new future and must confront a challenger from his country's past.",$200 million,$1.35 billion,English,United States
